JENIS_KELAMIN,STATUS_MAHASISWA,UMUR,STATUS_NIKAH,IPS_1,IPS_2,IPS_3,IPS_4,STATUS_KELULUSAN
1,1,24,0,3.32,3.25,2.92,2.63,0
0,1,23,0,3.53,3.26,3.33,3.23,1
1,0,23,0,3.0,3.27,3.16,2.93,1
1,1,22,0,3.48,3.92,4.0,4.0,1
0,0,22,0,3.6,3.71,3.5,3.71,1
0,0,23,0,2.28,2.43,2.27,1.96,0
1,1,23,0,3.37,3.34,3.46,3.44,1
1,1,21,0,2.31,1.98,2.14,2.37,0
0,0,20,0,3.46,3.29,3.57,3.25,1
0,1,22,0,3.42,3.33,3.42,3.34,1
0,1,25,0,2.52,2.44,2.51,2.51,1
1,1,19,0,2.19,2.07,2.28,2.49,0
1,0,19,0,2.97,2.98,2.71,2.82,0
1,1,22,0,3.06,2.89,2.72,2.87,0
1,0,22,0,3.2,3.63,3.38,3.5,1
1,0,22,0,2.83,2.56,2.02,1.95,0
1,1,22,0,3.65,3.83,4.0,4.0,1
0,1,21,0,3.5,3.45,3.74,3.6,0
1,0,24,0,2.96,3.05,3.16,2.6,1
1,0,18,0,3.98,4.0,4.0,3.64,1
1,1,20,0,2.74,2.77,2.78,2.76,0
0,0,21,1,2.9,2.67,2.68,2.61,0
1,1,18,0,1.9,1.84,2.18,2.07,0
1,0,21,0,2.33,2.36,2.67,2.7,0
0,1,25,0,3.16,3.18,3.06,3.3,1
1,0,22,0,3.82,3.62,3.84,3.93,1
1,1,22,0,4.0,4.0,4.0,4.0,1
1,1,19,0,3.7,3.2,3.33,3.12,1
1,0,20,0,2.71,2.66,2.74,2.64,0
1,1,21,0,1.69,1.5,1.57,1.71,0
0,0,21,0,3.47,3.51,3.21,3.23,1
0,0,24,0,3.19,3.4,3.08,3.18,1
0,0,23,0,2.54,2.26,2.42,2.54,0
1,0,19,0,3.05,3.52,3.3,3.33,1
1,1,22,0,2.75,2.79,2.51,2.83,0
1,0,22,1,2.01,2.09,1.68,1.57,0
0,0,24,0,3.5,3.21,3.12,2.95,0
1,0,25,0,2.72,2.71,2.79,2.43,0
1,1,19,0,3.81,4.0,4.0,4.0,1
0,0,20,0,2.02,2.06,2.23,2.12,0
1,1,19,0,0.91,0.93,0.86,1.11,0
0,1,21,1,3.39,3.38,3.4,3.45,1
0,0,22,0,3.26,2.98,3.15,3.09,1
0,1,23,0,3.49,3.22,3.31,3.1,0
1,0,21,0,3.86,4.0,3.88,4.0,1
1,1,21,0,2.94,3.12,3.18,3.17,0
1,1,22,0,1.24,1.45,1.05,1.1,0
1,0,20,0,1.62,1.46,1.46,1.58,0
1,1,26,1,3.46,3.43,3.31,3.36,1
1,0,18,0,2.07,2.31,2.62,2.45,0
1,1,22,0,3.42,3.17,2.98,3.08,0
0,0,26,0,1.54,1.76,1.79,1.95,0
1,0,22,0,2.84,2.72,2.64,2.71,0
0,0,21,1,3.2,3.03,2.92,3.04,1
1,0,21,0,2.29,2.28,2.36,2.5,0
1,1,21,0,1.86,1.64,1.55,1.48,0
1,0,24,0,3.35,2.97,3.34,3.25,1
0,0,18,0,1.7,1.71,1.32,1.76,0
0,0,25,0,2.43,2.53,2.66,2.93,1
0,0,19,0,3.43,3.68,3.66,3.65,1
0,1,21,0,3.46,3.58,3.57,3.71,1
1,0,21,0,2.74,3.13,3.19,3.01,1
0,1,23,0,2.76,3.03,3.23,3.11,1
1,0,18,0,3.41,3.56,3.61,3.36,0
1,0,22,0,3.43,3.52,3.72,3.78,1
0,0,26,0,2.63,2.88,2.89,2.95,1
0,0,19,0,2.58,2.14,1.93,2.15,0
0,0,22,0,2.92,2.83,2.81,2.77,0
0,0,20,0,2.2,1.83,2.06,2.28,1
0,1,22,0,2.37,2.5,2.42,2.55,0
0,1,22,0,2.99,2.84,2.62,3.11,1
0,0,20,0,3.29,3.89,4.0,4.0,1
0,0,22,0,3.4,3.29,3.36,3.66,1
1,0,25,0,1.66,1.68,1.53,1.69,0
0,1,21,0,3.01,2.93,2.89,2.71,0
0,0,23,0,2.1,2.01,1.97,2.03,0
1,1,19,0,3.09,2.84,2.84,3.29,0
0,1,20,0,3.47,3.21,3.34,3.44,1
1,1,22,0,1.72,1.29,1.21,1.04,0
1,1,24,0,3.17,3.27,3.41,3.48,1
0,1,22,1,2.92,2.83,2.73,2.53,0
1,0,21,0,4.0,4.0,4.0,3.83,1
1,1,21,0,3.19,2.94,3.28,3.36,1
1,1,19,0,3.65,3.94,3.77,3.92,1
1,0,23,0,1.44,1.76,1.51,1.35,0
0,0,23,0,2.2,2.46,2.65,2.54,0
1,1,21,0,3.28,3.33,3.38,3.09,1
0,0,21,0,2.28,2.21,2.32,2.29,0
1,0,22,0,3.07,3.32,3.19,2.8,0
1,0,21,0,3.75,3.59,3.57,3.51,1
1,1,21,0,3.02,3.07,3.0,3.02,0
1,1,26,1,1.99,1.98,2.04,1.69,0
0,0,21,0,3.03,2.85,2.6,2.4,0
0,0,21,0,2.87,2.93,2.91,2.9,1
1,1,20,0,3.11,3.26,3.01,2.97,1
1,1,23,0,2.29,2.11,2.0,1.97,0
0,0,21,0,1.22,1.32,1.3,1.35,0
1,1,20,0,3.07,2.63,2.73,2.39,0
1,1,24,0,2.81,2.6,2.72,2.86,0
1,0,24,0,1.91,1.82,1.97,1.91,1
0,0,20,0,2.17,2.24,1.94,1.82,0
0,1,18,0,3.76,3.94,4.0,3.63,1
0,1,24,0,3.25,3.26,3.13,3.08,0
1,1,20,1,3.31,3.42,3.3,3.41,1
1,0,23,0,0.77,0.74,0.8,0.82,0
0,0,18,0,3.69,3.77,3.71,3.74,1
0,0,23,0,0.8,0.87,0.95,0.88,0
0,0,19,0,3.28,3.18,3.29,3.28,1
0,1,23,0,3.65,3.57,3.42,3.2,0
1,0,22,0,3.84,3.96,3.93,3.93,0
0,0,20,1,3.36,3.72,3.69,3.59,1
1,1,21,1,3.19,3.44,3.63,3.4,1
0,0,23,0,2.42,2.2,2.1,2.26,0
1,1,22,0,3.14,2.91,2.81,2.5,1
0,0,23,0,1.17,1.06,0.86,0.96,0
0,1,25,0,3.38,3.4,3.21,3.33,1
0,1,18,0,1.82,1.83,1.56,1.45,0
0,1,25,0,3.85,4.0,3.86,4.0,1
1,0,22,1,2.3,2.56,2.87,2.76,0
0,1,20,0,2.61,2.61,2.75,2.62,0
1,0,19,0,2.49,2.45,2.7,2.46,0
1,0,21,0,3.61,3.71,3.52,3.52,1
1,0,23,1,3.14,3.36,2.97,2.78,0
1,0,21,0,3.46,3.57,3.63,3.47,1
0,0,25,0,3.47,3.38,3.76,3.74,1
1,0,19,0,3.68,3.56,3.46,3.46,1
1,1,21,0,3.5,3.28,3.3,3.55,1
1,1,19,0,3.38,3.42,3.11,3.29,1
0,0,22,0,3.41,3.53,3.54,3.65,0
0,0,23,0,1.98,2.12,2.1,2.07,0
0,0,21,0,3.39,3.62,3.2,3.12,1
0,0,18,0,2.65,2.95,2.74,2.73,0
1,0,22,0,2.04,1.77,1.54,1.43,0
1,1,22,0,2.41,2.49,2.17,2.03,0
0,1,22,0,2.89,2.97,2.83,2.81,0
1,0,24,1,2.79,2.77,2.88,2.7,0
1,0,19,0,3.31,3.14,3.01,2.85,0
1,1,23,0,3.83,4.0,4.0,4.0,1
0,0,24,0,3.23,3.11,3.04,2.76,1
0,0,18,0,3.21,2.77,2.83,2.63,0
1,0,22,0,2.7,2.7,2.8,3.05,1
0,1,20,0,3.29,3.24,3.55,3.47,1
0,1,21,0,3.21,3.58,3.44,3.71,1
0,0,22,0,3.43,3.53,3.62,3.38,1
0,1,21,0,3.16,3.1,2.91,2.92,0
0,1,20,0,3.1,3.06,3.4,3.56,1
1,0,22,0,2.65,2.61,2.4,2.22,0
0,1,19,0,2.53,2.97,3.05,3.38,1
1,1,19,0,3.62,3.76,4.0,3.92,1
1,1,23,1,3.33,3.05,2.81,2.91,0
0,1,19,0,3.17,3.12,3.24,3.11,1
1,1,23,0,3.35,3.35,3.15,3.45,1
1,1,22,0,3.6,3.38,3.84,3.91,1
1,0,18,1,2.5,2.14,1.76,2.18,0
0,0,20,0,3.56,3.68,3.37,3.61,1
0,0,24,0,2.59,2.43,2.21,2.37,0
1,1,20,0,0.48,0.72,0.51,0.32,0
0,0,21,1,3.34,3.34,3.45,3.46,0
0,1,22,0,2.37,2.28,2.64,2.58,0
0,1,23,0,2.88,2.4,2.63,2.63,0
0,0,21,0,1.74,1.99,2.03,2.06,0
1,1,20,0,3.05,3.11,3.12,2.94,0
1,0,24,0,3.28,3.19,3.07,3.03,1
0,1,25,0,3.41,3.23,3.31,3.29,1
0,0,23,0,3.54,3.86,3.82,3.62,1
1,0,22,0,0.83,0.61,0.65,0.81,0
1,0,20,0,3.04,2.97,2.82,2.87,0
0,0,20,0,2.59,2.71,2.47,2.63,0
1,1,23,0,4.0,4.0,4.0,4.0,1
0,0,22,0,1.96,1.92,1.92,1.58,0
0,1,24,0,0.54,0.39,0.27,0.11,0
1,0,23,0,3.14,3.12,2.96,3.29,0
1,0,18,0,4.0,4.0,4.0,4.0,1
0,0,24,0,2.57,2.79,2.88,2.56,0
0,1,20,0,1.82,1.54,1.92,2.01,0
1,0,21,0,3.69,3.72,3.99,3.83,1
0,0,22,0,2.08,1.79,1.55,1.13,0
1,1,25,0,3.44,3.61,3.57,3.91,1
0,0,28,0,3.76,3.85,3.58,3.59,1
1,1,23,0,3.12,2.93,2.56,2.61,0
1,0,21,0,4.0,4.0,4.0,3.75,1
1,0,23,1,2.85,2.91,3.21,2.98,1
0,0,23,0,4.0,4.0,3.87,3.56,1
0,1,21,1,2.71,2.67,2.92,3.2,1
1,0,25,0,3.36,3.36,3.64,3.31,0
0,0,22,1,1.29,1.22,0.83,1.16,0
1,0,22,0,3.2,3.05,3.22,3.02,0
1,1,23,0,2.63,2.88,2.78,2.54,0
0,1,22,0,2.43,2.33,2.41,2.4,0
0,1,23,0,3.18,3.07,3.68,3.54,1
1,1,20,1,4.0,3.97,4.0,4.0,1
0,1,20,0,3.19,3.48,3.45,3.28,1
0,1,19,0,3.06,3.29,3.57,3.51,1
1,0,22,1,1.9,1.82,1.43,1.28,0
1,0,23,0,3.33,3.57,3.67,3.85,1
0,0,22,0,2.99,3.01,3.12,3.22,1
1,0,25,0,2.93,2.76,2.9,2.95,0
1,0,21,1,0.94,0.84,0.74,0.95,0
0,1,23,0,3.52,3.8,3.87,3.92,1
1,1,19,0,1.76,2.18,2.35,2.38,0
1,1,21,0,1.73,1.8,1.33,1.31,0
0,0,23,0,2.58,2.47,2.41,2.26,0
0,1,23,0,2.96,2.94,2.76,2.61,0
1,0,21,1,1.76,1.61,1.74,1.77,0
1,1,21,1,4.0,3.88,4.0,4.0,1
0,0,18,0,3.3,3.16,3.03,3.15,0
0,1,21,0,2.85,2.84,2.62,2.73,1
0,0,23,0,0.04,0.06,0.09,0.0,0
0,1,23,0,2.27,2.24,2.01,2.12,0
1,0,23,0,2.66,2.62,2.57,2.49,1
0,1,22,1,3.27,3.43,3.36,3.39,1
0,0,22,0,3.61,3.56,3.68,3.79,1
1,0,20,0,3.56,3.53,3.59,3.36,0
0,0,23,0,4.0,3.96,4.0,4.0,1
1,0,22,0,3.06,3.37,3.69,3.74,1
0,1,22,0,2.21,2.11,2.16,2.36,0
0,1,20,0,0.5,0.62,0.54,0.44,0
0,1,18,0,3.09,2.94,2.89,2.87,0
1,0,24,1,1.94,2.01,1.86,1.89,0
1,1,21,0,3.59,3.69,3.49,3.39,1
0,0,20,0,3.51,3.73,3.45,3.35,1
1,1,23,0,2.68,2.6,2.83,2.72,0
1,0,21,0,3.13,2.9,2.76,2.73,0
1,1,24,0,3.0,2.84,2.9,3.25,1
1,0,23,0,3.42,3.61,3.55,3.53,0
1,0,23,1,3.86,4.0,3.99,4.0,1
1,1,19,0,2.5,2.67,2.9,2.9,1
0,1,24,0,1.92,1.67,1.7,1.64,0
0,1,22,0,1.93,2.09,1.9,1.9,0
1,0,21,0,3.51,3.32,3.21,3.36,1
0,0,22,0,3.4,3.33,3.51,3.5,1
0,0,18,0,2.79,2.83,2.92,2.89,0
0,1,22,0,3.41,3.48,3.67,3.62,1
0,0,19,0,2.87,2.88,2.83,2.63,0
1,1,19,0,2.25,2.13,1.85,2.05,0
0,0,18,0,0.33,0.54,0.64,0.56,0
0,1,24,0,1.81,1.71,1.76,2.05,0
1,0,20,0,3.03,3.28,3.34,3.39,1
1,0,25,1,3.37,3.1,2.82,3.1,1
0,1,20,0,3.03,3.07,2.94,2.9,0
0,0,18,0,3.37,3.13,2.94,2.8,0
0,0,19,0,2.25,2.09,2.17,2.37,0
0,1,24,0,3.66,3.56,3.65,3.53,1
0,0,21,0,2.82,3.12,3.11,3.37,1
0,1,20,0,3.29,3.55,3.75,3.86,1
1,1,22,0,3.48,3.66,3.95,4.0,1
0,0,23,0,3.67,3.68,3.75,3.55,1
0,0,24,0,2.47,2.51,2.64,2.83,1
1,0,24,0,0.67,0.93,0.82,0.67,0
1,1,21,0,3.92,4.0,3.85,3.38,1
1,0,19,0,2.61,2.61,2.81,2.99,0
1,1,21,0,3.3,3.6,3.43,3.42,0
0,0,22,0,3.51,3.67,3.81,4.0,1
0,0,20,0,3.9,3.94,4.0,4.0,1
0,1,20,0,2.65,2.56,2.69,2.69,0
0,0,22,0,2.81,2.7,2.69,2.99,0
0,0,21,0,3.5,3.43,3.16,3.19,1
0,0,22,0,2.96,3.05,3.08,2.99,1
1,0,20,0,3.85,4.0,4.0,3.98,1
0,0,21,0,3.81,3.52,3.49,3.52,1
1,1,20,0,3.93,3.54,3.74,3.17,1
1,0,23,0,2.29,2.1,2.17,2.27,0
0,1,24,0,3.09,3.0,3.06,3.33,0
1,0,18,0,2.51,2.75,2.68,2.67,0
0,0,20,0,2.17,2.11,1.82,1.73,0
1,1,19,0,2.56,2.61,2.53,2.6,0
0,0,20,0,1.61,1.69,1.6,1.95,0
1,0,21,0,3.18,2.98,3.09,3.19,0
0,1,19,0,4.0,4.0,4.0,4.0,1
0,1,20,0,0.51,0.37,0.59,0.51,0
0,0,19,0,2.59,2.9,2.95,2.74,1
0,1,22,0,3.25,3.23,3.13,3.13,1
0,1,22,0,1.06,0.99,0.83,0.83,0
1,1,20,0,3.54,3.32,3.2,2.81,0
1,1,22,1,3.24,3.28,3.31,3.16,1
1,0,20,0,3.08,3.53,3.46,3.69,0
0,0,21,0,3.37,3.45,3.24,3.19,1
1,1,25,0,3.01,3.06,3.26,2.77,1
0,0,24,0,3.81,3.68,3.71,4.0,1
0,1,19,0,2.68,2.8,2.85,2.67,1
1,0,23,0,1.63,1.66,1.5,1.4,0
1,0,23,0,1.3,1.29,1.08,1.29,0
0,1,19,0,2.22,2.32,2.29,2.14,0
1,1,23,0,3.11,2.75,2.34,1.95,0
0,0,25,0,3.66,3.64,3.8,3.84,1
0,0,19,0,2.13,1.89,1.75,1.91,0
0,0,20,0,3.26,3.27,3.22,3.12,1
0,1,24,1,3.66,3.52,3.6,3.58,1
0,0,22,1,3.59,3.45,3.41,3.17,0
1,1,23,0,3.13,2.86,2.63,2.43,0
1,1,22,0,3.88,4.0,4.0,3.94,1
0,1,22,1,3.43,3.3,2.99,3.12,1
0,0,19,0,2.57,2.45,2.0,2.02,0
1,1,24,0,0.0,0.31,0.48,0.69,0
1,0,24,0,2.42,2.53,2.24,2.57,0
0,1,21,0,1.18,0.78,1.03,1.2,0
1,0,21,0,0.58,0.86,0.94,0.62,0
0,0,18,0,1.24,1.57,1.62,1.57,0
1,1,23,0,2.58,2.89,2.78,2.96,1
0,1,23,0,2.92,3.05,2.88,2.86,1
1,0,21,0,2.4,2.18,2.1,1.78,0
0,0,24,0,2.19,2.18,2.01,1.9,0
1,1,21,0,3.63,3.34,3.59,3.13,1
1,1,23,0,2.41,2.24,2.09,2.03,0
0,0,19,0,2.62,2.39,2.5,2.36,0
1,0,21,0,2.06,1.94,2.14,2.07,0
0,1,21,0,2.87,2.91,2.73,2.97,0
1,0,22,0,3.98,3.89,3.97,3.7,1
0,1,21,0,3.31,3.21,3.03,2.89,1
1,1,21,0,3.5,3.44,3.41,3.18,1
0,1,23,0,3.62,3.92,3.83,4.0,1
1,1,21,0,3.64,4.0,3.86,4.0,1
0,0,18,0,2.02,1.92,1.96,2.03,0
1,1,25,0,3.73,3.8,3.55,3.62,1
0,1,24,0,3.52,3.35,3.54,3.3,0
0,0,19,0,3.15,3.3,3.08,3.12,0
0,0,23,0,3.1,3.0,2.75,2.53,0
1,1,20,0,3.27,3.12,3.07,3.08,1
0,1,22,1,2.88,3.28,3.21,3.14,1
1,1,22,0,4.0,3.73,3.8,3.68,1
0,1,21,0,3.99,3.5,3.52,3.53,1
1,1,20,0,3.58,3.73,3.4,3.54,1
0,1,20,0,3.31,3.24,3.43,3.79,1
1,0,20,0,3.32,3.19,3.14,3.25,1
1,0,20,0,0.5,1.04,1.09,1.55,0
0,1,21,0,4.0,4.0,4.0,4.0,1
1,0,20,0,2.68,2.67,2.92,3.28,0
1,0,23,0,2.18,2.04,2.08,2.17,0
0,1,24,0,4.0,4.0,3.73,3.77,1
1,0,20,0,2.69,2.34,2.07,2.03,0
1,0,22,1,2.91,2.8,3.04,3.1,1
1,1,22,0,3.3,3.29,3.21,3.3,1
0,1,22,0,3.07,3.12,3.08,2.8,0
1,1,22,0,1.56,1.53,1.3,1.44,0
0,0,23,0,2.69,2.55,2.64,2.34,0
1,1,22,0,0.77,0.96,1.19,1.33,0
1,0,19,0,1.66,1.33,1.63,1.75,0
1,1,23,0,2.25,2.2,2.11,2.39,0
0,1,23,1,1.96,1.85,1.98,1.81,0
1,1,20,0,3.05,3.25,3.24,3.04,1
1,1,22,0,2.81,2.72,2.89,3.11,1
0,0,23,0,3.69,3.78,3.78,3.56,1
1,0,21,0,3.5,3.57,3.4,3.17,0
0,1,24,0,2.27,1.9,2.17,2.21,0
0,0,26,0,3.52,3.51,3.53,3.52,1
1,1,20,0,3.1,2.76,2.68,2.72,0
0,1,19,0,2.91,2.98,3.02,3.13,0
1,0,22,0,2.53,2.38,2.24,2.35,0
0,0,23,0,2.34,2.58,2.66,2.65,0
0,1,21,0,0.09,0.06,0.02,0.03,0
1,1,24,0,3.95,3.8,3.64,3.63,1
0,1,19,0,2.23,2.47,2.95,2.95,0
0,0,23,0,4.0,3.83,3.62,3.35,1
0,1,20,0,3.97,4.0,4.0,4.0,1
0,1,25,0,3.37,3.47,3.48,3.69,1
0,1,25,0,3.17,3.1,2.89,3.02,0
1,1,20,0,3.29,3.02,2.95,3.06,1
0,1,20,0,4.0,4.0,3.73,3.53,1
1,1,23,0,2.4,2.5,2.91,2.63,0
0,0,21,0,1.98,1.82,1.77,1.93,0
1,1,21,0,3.16,3.21,3.17,3.17,0
1,1,22,0,3.45,3.65,4.0,4.0,1
0,0,18,0,2.5,2.53,2.36,2.4,0
0,0,21,0,2.64,2.69,2.95,3.0,0
0,1,20,0,1.9,2.1,2.22,2.35,0
1,0,21,0,3.93,4.0,3.6,3.59,1
0,1,24,0,2.54,2.51,2.44,2.06,0
1,0,19,0,3.73,3.46,3.55,3.69,1
1,0,23,0,1.52,1.26,1.27,1.38,0
1,1,21,0,3.18,3.04,3.05,2.79,1
0,0,21,0,4.0,3.81,3.69,3.46,0
0,1,23,0,3.12,2.79,2.64,2.82,1
1,0,22,0,0.41,0.78,0.72,0.94,0
1,1,23,0,3.28,3.38,3.78,3.24,1
0,0,23,0,3.5,3.4,3.22,3.3,1
1,1,21,0,2.76,2.75,2.66,2.61,0
0,1,20,0,3.68,3.32,3.33,3.34,1
1,1,19,0,3.74,3.97,3.68,3.7,1
0,1,20,0,3.37,2.98,3.07,2.92,1
1,0,27,1,1.64,1.74,1.49,1.62,0
0,1,24,0,3.56,3.19,2.98,2.84,1
1,0,19,0,3.57,3.49,3.26,3.41,1
0,0,19,0,3.31,3.56,3.23,3.43,1
0,1,22,1,2.06,1.73,1.98,1.81,0
1,1,23,1,2.77,2.74,2.85,2.68,0
1,0,23,0,2.51,2.64,2.82,2.85,0
0,0,21,0,3.24,3.33,3.5,3.8,1
1,0,21,0,0.52,0.54,0.5,0.38,0
0,1,22,0,3.19,3.29,3.29,3.21,1
1,1,22,0,3.01,2.89,3.09,3.15,1
0,0,18,0,3.78,4.0,4.0,4.0,0
0,0,21,0,1.9,1.57,1.32,1.43,0
0,0,20,0,1.93,2.16,2.67,2.67,1
0,1,22,0,3.71,3.75,3.49,3.43,1
0,0,27,0,3.23,3.35,3.26,3.33,0
0,0,22,0,3.25,3.41,3.42,2.78,1
1,0,21,0,3.72,3.84,3.87,4.0,1
1,0,23,0,2.69,2.53,2.92,2.89,1
1,1,22,0,2.53,2.47,2.68,2.71,0
0,0,22,0,3.23,2.94,3.02,3.44,0
0,1,23,0,3.77,3.71,3.92,3.77,1
0,1,26,0,1.72,1.78,1.85,2.32,0
0,0,19,0,3.74,3.86,3.73,3.88,1
1,1,22,0,1.9,1.98,2.07,2.16,0
1,0,20,0,2.89,2.54,2.55,2.68,1
0,0,23,0,1.8,1.69,1.52,1.35,0
1,0,20,0,2.86,2.73,2.98,2.65,0
1,0,21,0,3.74,3.48,3.47,3.24,0
0,0,21,0,3.36,3.19,2.96,3.18,1
1,1,23,0,4.0,4.0,3.81,3.62,1
0,1,23,0,2.53,2.81,2.92,2.59,0
1,0,19,0,3.63,3.44,3.65,3.63,1
0,1,22,0,1.4,1.17,1.27,1.38,0
0,0,20,1,1.88,1.76,1.85,1.86,0
0,1,19,0,0.03,0.1,0.0,0.12,0
0,1,21,0,1.44,1.68,1.7,1.93,0
1,0,21,0,2.07,2.05,1.98,2.1,0
0,1,26,1,4.0,3.71,3.67,3.64,1
0,1,22,0,2.15,1.9,1.88,1.77,0
0,1,19,0,3.01,3.05,2.92,3.07,1
1,0,20,0,3.85,4.0,4.0,4.0,1
0,1,24,0,3.56,3.92,3.72,3.55,1
1,1,26,0,2.22,1.99,1.73,1.99,0
0,1,18,0,2.89,2.91,2.76,2.81,0
1,1,18,0,3.12,2.91,3.09,3.22,1
1,1,25,0,3.41,3.24,3.3,3.22,1
0,1,22,0,3.11,2.91,2.55,2.78,0
1,1,20,0,2.99,2.92,3.04,2.72,0
0,1,23,0,3.59,3.42,3.41,3.74,1
0,1,18,0,3.65,4.0,3.92,3.53,1
0,0,22,0,3.32,3.23,3.18,2.91,0
1,1,22,0,3.02,3.22,2.95,3.0,0
1,1,23,0,3.3,3.16,3.2,3.09,1
0,1,19,0,3.41,3.85,3.6,3.53,0
0,1,22,0,3.66,3.73,3.66,3.56,1
1,1,20,0,3.35,3.51,3.44,3.29,1
0,0,22,0,3.43,3.32,3.47,3.53,1
0,0,20,0,2.39,2.59,2.6,2.59,0
0,0,21,0,3.41,3.47,3.61,3.79,1
1,0,20,1,2.79,2.71,2.47,2.49,0
1,1,23,0,2.55,2.33,2.31,2.22,0
1,1,23,0,2.87,2.82,2.92,3.08,1
0,1,21,0,2.98,2.92,3.17,2.8,1
0,0,22,0,0.55,0.72,0.49,0.0,0
0,0,19,0,0.28,0.24,0.07,0.0,0
1,0,21,0,0.86,0.47,0.58,0.51,0
0,0,21,0,2.73,2.86,3.18,3.26,1
0,1,27,0,3.19,3.45,3.51,2.97,1
0,1,19,0,3.43,3.1,2.88,2.88,1
0,0,24,0,3.53,3.89,3.67,3.6,1
1,1,23,0,3.27,3.55,3.57,3.6,1
1,0,22,0,3.56,3.43,3.5,3.12,1
0,0,25,0,2.46,2.24,2.19,2.72,0
1,0,22,0,1.86,2.07,1.85,1.86,0
1,0,22,0,2.27,2.0,2.22,1.97,0
0,1,21,0,1.72,1.58,1.51,1.54,0
0,1,24,0,2.72,2.46,2.57,2.86,1
1,0,24,0,3.14,3.14,2.79,2.53,1
0,0,20,1,2.43,2.72,2.96,2.66,0
1,1,19,1,3.61,3.69,3.55,3.53,0
0,1,21,1,4.0,4.0,4.0,3.99,1
1,0,20,0,1.43,1.36,1.49,1.63,0
0,0,21,0,3.35,3.37,3.08,3.38,0
1,0,24,0,3.01,2.77,2.82,2.97,1
1,0,21,0,2.65,2.63,2.96,2.69,0
1,0,21,0,2.75,2.6,2.48,2.27,0
0,1,22,0,0.3,0.26,0.6,0.44,0
1,1,23,1,3.21,3.17,3.24,3.4,0
1,0,18,0,2.54,2.48,2.74,2.87,1
0,0,20,1,3.45,3.87,3.9,4.0,0
0,0,22,0,2.97,3.33,3.3,3.41,1
1,0,24,0,3.36,3.64,4.0,3.87,1
1,1,21,0,2.4,2.76,2.9,2.86,1
0,1,18,0,3.77,4.0,3.95,3.66,1
0,0,23,0,3.89,3.88,3.97,4.0,1
0,1,20,0,2.1,2.07,1.96,1.83,0
0,0,19,0,2.6,2.65,2.67,2.92,1
0,0,20,0,3.33,3.29,3.53,3.65,1
1,1,21,0,3.47,3.26,3.23,3.62,1
0,0,20,0,3.38,3.44,3.27,3.35,1
1,1,18,0,3.71,3.39,3.2,3.28,1
1,0,23,0,2.42,2.45,2.46,2.42,0
1,0,24,0,1.7,1.5,1.34,1.27,0
0,0,23,0,3.28,3.26,2.97,2.92,1
1,0,19,0,3.76,3.8,3.56,3.76,1
1,1,21,0,2.83,2.76,3.0,2.73,0
0,0,21,0,2.61,2.28,2.26,2.27,0
1,1,23,0,3.49,3.25,3.26,2.93,0
1,1,23,0,3.6,3.69,3.5,3.57,1
0,0,20,0,3.11,3.0,2.88,2.79,1
1,1,22,0,2.11,2.22,2.1,2.2,0
1,0,22,1,2.78,2.78,2.72,2.57,0
1,1,24,0,3.05,3.01,2.68,2.63,0
0,1,23,0,3.71,3.78,4.0,4.0,1
0,0,23,0,2.66,2.53,2.52,2.55,0
0,0,22,0,2.25,2.33,2.37,2.68,0
1,1,24,1,3.04,2.95,3.14,3.04,1
1,0,22,0,2.19,2.7,2.87,2.76,0
0,0,20,0,2.22,2.0,1.88,2.13,1
1,1,24,0,3.19,3.12,3.24,3.17,1
1,1,23,0,3.48,3.41,3.53,3.45,0
0,0,21,0,2.42,2.15,2.21,2.29,0
0,1,21,0,2.79,2.94,3.15,3.12,0
1,0,22,0,2.19,2.1,2.26,2.2,0
1,0,22,0,2.04,1.56,1.71,1.57,0
1,1,22,0,2.5,2.63,2.91,3.18,1
0,0,22,0,3.32,3.19,3.2,3.17,0
0,1,25,0,3.56,3.54,3.56,3.44,1
0,0,24,0,1.38,1.52,1.68,1.62,0
0,0,22,0,3.74,3.67,3.63,3.7,1
1,0,23,0,3.05,2.98,3.08,3.37,1
0,1,19,0,1.94,2.44,2.33,2.29,1
0,1,22,0,2.9,2.47,2.01,1.84,0
0,0,25,0,3.89,3.63,3.75,4.0,1
0,1,21,0,3.13,2.91,2.6,2.63,1
0,1,20,1,3.26,3.62,3.48,3.46,1
1,0,20,0,3.78,3.65,3.81,3.83,1
1,1,19,0,2.02,2.07,2.24,1.99,0
0,1,20,0,3.43,3.33,3.57,3.56,1
1,1,21,0,2.51,2.63,2.23,2.38,0
0,0,19,0,2.08,2.08,2.14,2.38,0
0,0,22,1,3.58,3.63,3.58,3.51,1
1,1,23,1,3.0,3.26,3.46,3.5,0
1,0,20,0,3.18,3.27,3.57,3.81,1
0,1,25,1,3.6,3.45,3.19,3.2,0
0,0,23,0,0.33,0.39,0.39,0.54,0
0,1,24,0,2.02,2.5,2.67,2.76,0
1,0,20,0,3.49,3.6,3.53,3.4,1
0,1,23,0,2.71,2.74,3.09,2.91,0
0,0,19,0,3.9,3.62,3.54,3.75,1
0,1,23,0,3.53,3.67,3.61,3.08,1
1,0,22,0,2.88,3.06,2.84,2.71,0
0,0,23,0,3.76,3.83,3.86,3.58,1
0,0,19,0,3.19,3.21,2.61,2.82,1
1,1,20,0,3.92,4.0,3.95,4.0,1
